#Supplementary Table S2. Response of gene expression 48hr after induction of transcription factors in mouse ES cells
#All gene expression changes here are significant (FDR<=0.05 and fold change>1.5).
#Logratio is for average of Cy3/Cy5 (or Dox- vs Dox+ )
#Fold Change is logratio converted (i.e., 10**(logratio))

Transcription factor	Gene_symbol	Logratio(log10)	Fold change
Sfpi1	1110017I16Rik	-0.5738	0.2668
Smad7	1110017I16Rik	-0.8899	0.1288
Sox2	1110017I16Rik	-0.2061	0.6221
Sox9	1110017I16Rik	0.4569	2.863
T	1110017I16Rik	-0.2104	0.616
Tbx5	1110017I16Rik	-0.4514	0.3536
Tcf3	1110017I16Rik	-0.3765	0.4202
Tcl1	1110017I16Rik	-0.2644	0.544
Tgif1	1110017I16Rik	0.356	2.269
Zscan4c	1110017I16Rik	-0.658	0.2197
Foxl2	1110018J18Rik	0.2432	1.75
Gata2	1110018J18Rik	0.2588	1.814
Sox11	1110018J18Rik	-0.2367	0.5798
Dmrt1	1110018M03Rik	0.4531	2.838
Sox9	1110018M03Rik	0.713	5.164
Cdx2	1110019J04Rik	-0.3609	0.4356
Dmrt1	1110019J04Rik	-0.264	0.5445
Myc	1110019J04Rik	0.2207	1.662
Myod1	1110019J04Rik	-0.2125	0.613
Tcf3	1110019J04Rik	-0.1868	0.6504
Dlx3	1110019K23Rik	-0.2189	0.604
Eomes	1110019K23Rik	-0.3874	0.4098
Esx1	1110019K23Rik	-0.3765	0.4202
Foxa1	1110019K23Rik	-0.2115	0.6144
Foxl2	1110019K23Rik	-0.1978	0.6341
Gata2	1110019K23Rik	-0.5389	0.2891
Gata3	1110019K23Rik	-0.3742	0.4224
Gbx2	1110019K23Rik	-0.4437	0.3599
Hesx1	1110019K23Rik	-0.1999	0.6311
Klf4	1110019K23Rik	-0.3039	0.4967
Nkx2-5	1110019K23Rik	-0.2738	0.5323
Pou5f1	1110019K23Rik	0.236	1.721
Rxra	1110019K23Rik	-0.2314	0.5869
Sox11	1110019K23Rik	0.2271	1.686
Sox9	1110019K23Rik	-0.2623	0.5466
Tcf3	1110019K23Rik	-0.186	0.6516
Foxa1	1110020A21Rik	-0.177	0.6652
Pou5f1	1110020A21Rik	0.1801	1.513
T	1110020A21Rik	-0.2259	0.5944
Bcl6	1110020C03Rik	-0.4959	0.3192
Dlx3	1110020C03Rik	0.2811	1.91
Dmrt1	1110020C03Rik	0.1961	1.57
Elf1	1110020C03Rik	-0.3056	0.4947
Eomes	1110020C03Rik	-0.2252	0.5953
Esx1	1110020C03Rik	-0.3678	0.4287
Foxg1	1110020C03Rik	0.3781	2.388
Hnf4a	1110020C03Rik	-0.2096	0.6171
Jun	1110020C03Rik	-0.3809	0.416
Klf4	1110020C03Rik	0.7606	5.762
Nkx2-5	1110020C03Rik	0.1827	1.523
Nr2f2	1110020C03Rik	0.2409	1.741
Otx2	1110020C03Rik	0.3222	2.099
Pou5f1	1110020C03Rik	0.249	1.774
Sox2	1110020C03Rik	-0.2278	0.5918
Sox9	1110020C03Rik	-0.4812	0.3302
Tgif1	1110020C03Rik	0.3072	2.028
Foxg1	1110020G09Rik	-0.1978	0.6341
Klf9	1110020G09Rik	-0.2308	0.5877
Sox11	1110020G09Rik	-0.1768	0.6655
Klf4	1110020P15Rik	0.1828	1.523
Gata2	1110021J02Rik	0.3187	2.083
Gata3	1110021J02Rik	0.2033	1.596
Ascl1	1110021L09Rik	0.2093	1.619
Ascl2	1110021L09Rik	0.2681	1.853
Atf3	1110021L09Rik	0.2995	1.992
Ctbp2	1110021L09Rik	0.2734	1.876
Esx1	1110021L09Rik	0.2782	1.897
Fosl2	1110021L09Rik	0.2374	1.727
Foxc1	1110021L09Rik	-0.221	0.6011
Foxg1	1110021L09Rik	-0.3982	0.3997
Gadd45a	1110021L09Rik	0.192	1.555
Gata2	1110021L09Rik	-0.2132	0.612
Hnf4a	1110021L09Rik	0.2984	1.987
Nkx2-5	1110021L09Rik	0.213	1.633
Nrip1	1110021L09Rik	0.4865	3.065
Rxra	1110021L09Rik	0.2412	1.742
Sox11	1110021L09Rik	0.2345	1.715
Tcf3	1110021L09Rik	-0.4456	0.3584
Zic1	1110021L09Rik	0.4736	2.975
Zscan4c	1110021L09Rik	0.1944	1.564
Dlx3	1110028A07Rik	0.1896	1.547
Gata2	1110028A07Rik	-0.2087	0.6184
Myod1	1110028A07Rik	0.4617	2.895
Ash2l	1110028C15Rik	-0.229	0.5902
Cdx2	1110028C15Rik	0.4324	2.706
Dmrt1	1110028C15Rik	0.3104	2.043
Klf3	1110028C15Rik	0.2716	1.868
Klf9	1110028C15Rik	-0.221	0.6011
Mef2c	1110028C15Rik	0.3645	2.314
Myc	1110028C15Rik	-0.4398	0.3632
Sox2	1110028C15Rik	0.2884	1.942
Sox9	1110028C15Rik	0.3666	2.325
Foxg1	1110030E23Rik	0.2994	1.992
Foxn3	1110030E23Rik	0.4295	2.688
Cdx2	1110032A03Rik	0.1802	1.514
Dmrt1	1110032A03Rik	0.3163	2.071
Esx1	1110032A03Rik	0.2242	1.675
Gata2	1110032A03Rik	0.26	1.819
Msc	1110032A03Rik	-0.2032	0.6263
Nkx2-5	1110032A03Rik	0.2438	1.753
Cdx2	1110032A13Rik	-0.6227	0.2383
Dmrt1	1110032A13Rik	-0.296	0.5058
Eomes	1110032A13Rik	-0.2192	0.6036
Esx1	1110032A13Rik	-0.2135	0.6116
Foxl2	1110032A13Rik	-0.1924	0.642
Nkx2-5	1110032A13Rik	-0.3096	0.4902
Nrip1	1110032A13Rik	-0.1768	0.6655
Sox2	1110032A13Rik	-0.1811	0.659
Sox9	1110032A13Rik	-0.296	0.5058
Tcf3	1110032A13Rik	-0.205	0.6237
Cdx2	1110032E23Rik	-0.5243	0.299
Dlx3	1110032E23Rik	-0.2652	0.543
Gata2	1110032E23Rik	0.7343	5.423
Gata3	1110032E23Rik	0.7793	6.015
Klf3	1110032E23Rik	0.4374	2.737
Klf4	1110032E23Rik	-0.2707	0.5361
Nkx2-5	1110032E23Rik	0.2114	1.627
Nr2f2	1110032E23Rik	-0.2066	0.6214
Rhox6	1110032E23Rik	0.2011	1.588
Sfpi1	1110032E23Rik	-0.1982	0.6335
Sox2	1110032E23Rik	-0.3671	0.4294
Sox7	1110032E23Rik	-0.3285	0.4693
Tcf3	1110032E23Rik	-0.2445	0.5695
Tcfap2c	1110032E23Rik	-0.1876	0.6492
Bcl6	1110032F04Rik	-0.3982	0.3997
Cdx2	1110032F04Rik	0.4543	2.846
Cdyl2	1110032F04Rik	-0.395	0.4027
Dlx3	1110032F04Rik	0.6658	4.632
Esx1	1110032F04Rik	-0.784	0.1644
Etv3	1110032F04Rik	-0.2071	0.6207
Foxc1	1110032F04Rik	0.3275	2.125
Foxg1	1110032F04Rik	0.2655	1.842
Gata2	1110032F04Rik	0.2192	1.656
Gbx2	1110032F04Rik	-0.2896	0.5133
Hesx1	1110032F04Rik	-0.2177	0.6057
Jun	1110032F04Rik	-0.2934	0.5088
Klf4	1110032F04Rik	0.205	1.603
Mbd3	1110032F04Rik	-0.1765	0.666
Mef2c	1110032F04Rik	-0.2268	0.5931
Msc	1110032F04Rik	0.3046	2.016
Mybl2	1110032F04Rik	0.2538	1.793
Myc	1110032F04Rik	0.4018	2.522
Mycn	1110032F04Rik	0.2597	1.818
Nkx2-5	1110032F04Rik	-0.231	0.5874
Nr2f1	1110032F04Rik	-0.2537	0.5575
Nr2f2	1110032F04Rik	-0.3897	0.4076
Pou5f1	1110032F04Rik	0.2596	1.818
Rxra	1110032F04Rik	-0.2162	0.6078
Smad7	1110032F04Rik	-0.2697	0.5374
Sox9	1110032F04Rik	-0.1974	0.6347
T	1110032F04Rik	-0.2049	0.6238
Tcf3	1110032F04Rik	-0.2021	0.6279
Tcfap2c	1110032F04Rik	-0.4197	0.3804
Zscan4c	1110032F04Rik	0.2005	1.586
Nkx2-5	1110034G24Rik	-0.1985	0.6331
Sfpi1	1110034G24Rik	-0.1865	0.6508
Cdx2	1110034N17Rik	0.1914	1.553
Elf1	1110034N17Rik	0.2026	1.594
Esx1	1110034N17Rik	0.484	3.047
Foxa1	1110034N17Rik	0.2978	1.985
Foxg1	1110034N17Rik	-0.3043	0.4962
Gata2	1110034N17Rik	0.405	2.54
Gata3	1110034N17Rik	0.4189	2.623
Gbx2	1110034N17Rik	0.1847	1.53
Irf2	1110034N17Rik	-0.2658	0.5422
Klf9	1110034N17Rik	0.2801	1.905
Tcf3	1110034N17Rik	0.2825	1.916
Zscan4c	1110034N17Rik	0.2087	1.616
Klf4	1110036E04Rik	0.3435	2.205
Ascl1	1110036O03Rik	-0.2687	0.5386
Ascl2	1110036O03Rik	-0.3808	0.4161
Atf3	1110036O03Rik	0.2607	1.822
Cdx2	1110036O03Rik	-0.3234	0.4748
Eomes	1110036O03Rik	-0.2288	0.5904
Foxa1	1110036O03Rik	-0.1872	0.6498
Foxp3	1110036O03Rik	-0.2377	0.5784
Gata2	1110036O03Rik	-0.2399	0.5755
Gata3	1110036O03Rik	-0.3071	0.493
Gbx2	1110036O03Rik	-0.2068	0.6211
Grhl2	1110036O03Rik	-0.2532	0.5582
Hesx1	1110036O03Rik	-0.1928	0.6415
Jun	1110036O03Rik	0.2576	1.809
Mef2c	1110036O03Rik	-0.3252	0.4729
Myc	1110036O03Rik	-0.2577	0.5524
Myod1	1110036O03Rik	-0.2283	0.5911
Nr2f2	1110036O03Rik	0.2351	1.718
Sfpi1	1110036O03Rik	-0.2942	0.5079
Sox2	1110036O03Rik	-0.564	0.2728
Sox9	1110036O03Rik	0.4449	2.785
T	1110036O03Rik	-0.1921	0.6425
Tcfap2c	1110036O03Rik	-0.1847	0.6535
Zic1	1110036O03Rik	0.2991	1.991
Zscan4c	1110036O03Rik	-0.408	0.3908
Dmrt1	1110038B12Rik	-0.2455	0.5681
Cdx2	1110038D17Rik	0.3306	2.14
Dmrt1	1110038D17Rik	0.2292	1.695
Eomes	1110038D17Rik	0.2106	1.624
Esx1	1110038D17Rik	0.2184	1.653
Gata2	1110038D17Rik	0.2795	1.903
Gata3	1110038D17Rik	0.1942	1.563
Sox9	1110038D17Rik	0.1841	1.527
Cdx2	1110038F14Rik	0.213	1.633
Foxl2	1110038F14Rik	0.1767	1.502
Gbx2	1110038F14Rik	0.2483	1.771
Myod1	1110038F14Rik	0.2361	1.722
Sfpi1	1110038F14Rik	0.2266	1.685
Sox2	1110038F14Rik	0.2145	1.638
T	1110038F14Rik	0.1814	1.518
Tcfap2c	1110038F14Rik	0.192	1.555
Gata2	1110039B18Rik	0.1947	1.565
Cdx2	1110039F03Rik	-0.2437	0.5705
Dmrt1	1110039F03Rik	-0.2561	0.5544
Foxl2	1110039F03Rik	-0.213	0.6123
Gata2	1110039F03Rik	-0.2504	0.5618
Gata3	1110039F03Rik	-0.2338	0.5837
Klf4	1110039F03Rik	-0.2382	0.5778
Nkx2-5	1110039F03Rik	-0.302	0.4988
Jun	1110046J04Rik	0.3939	2.476
Cdx2	1110049F12Rik	0.2208	1.662
Gata2	1110049F12Rik	0.1865	1.536
Klf4	1110049F12Rik	-0.1778	0.664
Foxl2	1110054O05Rik	-0.2295	0.5895
Nkx2-5	1110054O05Rik	-0.2053	0.6233
Sox11	1110054O05Rik	0.2146	1.639
Dmrt1	1110057K04Rik	-0.2328	0.585
Klf4	1110057K04Rik	0.185	1.531
Klf4	1110058L19Rik	0.1792	1.51
Tcf3	1110059G10Rik	-0.2037	0.6256
Esx1	1110065P20Rik	0.1836	1.526
Foxg1	1110065P20Rik	0.1916	1.554
Gata2	1110065P20Rik	0.1948	1.566
Tcf3	1110065P20Rik	0.2272	1.687
Cdx2	1110067D22Rik	0.1814	1.518
Myc	1110067D22Rik	0.2588	1.814
Ascl2	1110067I12Rik	0.3017	2.003
Cdx2	1110067I12Rik	0.5029	3.183
Dlx3	1110067I12Rik	0.2986	1.988
Elf1	1110067I12Rik	0.4503	2.82
Eomes	1110067I12Rik	0.3728	2.359
Esx1	1110067I12Rik	0.3329	2.152
Foxl2	1110067I12Rik	0.2337	1.712
Gata2	1110067I12Rik	0.2531	1.791
Gata3	1110067I12Rik	0.1785	1.508
Gbx2	1110067I12Rik	0.1858	1.533
Hnf4a	1110067I12Rik	0.1871	1.538
Klf4	1110067I12Rik	0.3645	2.314
Myod1	1110067I12Rik	0.2675	1.851
Rxra	1110067I12Rik	0.2146	1.639
Sox9	1110067I12Rik	0.2141	1.637
Tcf3	1110067I12Rik	0.3175	2.077
Tcfap2c	1110067I12Rik	0.2934	1.965
Tgif1	1110067I12Rik	-0.2184	0.6047
Zscan4c	1110067I12Rik	0.188	1.541
Ascl2	1190002A17Rik	0.2463	1.763
Esx1	1190002A17Rik	0.1972	1.574
Etv3	1190002A17Rik	0.2293	1.695
Foxl2	1190002A17Rik	0.6177	4.146
Nr5a2	1190002A17Rik	0.2535	1.792
Sox11	1190002A17Rik	-0.1931	0.641
Sox2	1190002A17Rik	0.2038	1.598
Tcfap2c	1190002A17Rik	0.2008	1.587
Ascl1	1190002H23Rik	0.1952	1.567
Ascl2	1190002H23Rik	0.4029	2.528
Bcl6	1190002H23Rik	0.3231	2.104
Dmrt1	1190002H23Rik	-0.4284	0.3729
Elf5	1190002H23Rik	0.3481	2.228
Esx1	1190002H23Rik	0.6653	4.627
Foxg1	1190002H23Rik	-0.2109	0.6153
Foxp3	1190002H23Rik	0.2939	1.967
Gata2	1190002H23Rik	0.8611	7.262
Gata3	1190002H23Rik	0.543	3.491
Gbx2	1190002H23Rik	0.207	1.61
Grhl2	1190002H23Rik	0.2404	1.739
Klf4	1190002H23Rik	0.3611	2.296
Myod1	1190002H23Rik	0.4048	2.539
Nkx2-5	1190002H23Rik	1.0965	12.488
Sox11	1190002H23Rik	-0.24	0.5754
Sox9	1190002H23Rik	0.7483	5.601
Tcf3	1190002H23Rik	0.3151	2.065
Tcfap2c	1190002H23Rik	0.399	2.506
Ascl2	1190002N15Rik	-0.194	0.6397
Dmrt1	1190002N15Rik	-0.2544	0.5566
Esx1	1190002N15Rik	-0.5234	0.2996
Gata2	1190002N15Rik	-0.4695	0.3392
Gata3	1190002N15Rik	-0.2994	0.5018
Myod1	1190002N15Rik	-0.2139	0.611
Nkx2-5	1190002N15Rik	-0.3031	0.4976
Sox9	1190002N15Rik	-0.1866	0.6507
Ascl1	1190003J15Rik	-0.1885	0.6478
Ascl2	1190003J15Rik	-0.2308	0.5877
Cdx2	1190003J15Rik	-0.343	0.4539
Dmrt1	1190003J15Rik	-0.3979	0.4
Elf1	1190003J15Rik	-0.1842	0.6543
Eomes	1190003J15Rik	-0.3144	0.4848
Esx1	1190003J15Rik	-0.5595	0.2757
Gbx2	1190003J15Rik	-0.2129	0.6124
Hoxa9	1190003J15Rik	0.195	1.566
Jun	1190003J15Rik	0.2721	1.871
Klf3	1190003J15Rik	-0.3115	0.488
Klf4	1190003J15Rik	-0.2177	0.6057
Myc	1190003J15Rik	-0.2522	0.5594
Nkx2-5	1190003J15Rik	-0.6723	0.2126
Otx2	1190003J15Rik	-0.253	0.5584
Sfpi1	1190003J15Rik	-0.2114	0.6146
Sox9	1190003J15Rik	-0.2864	0.5171
T	1190003J15Rik	-0.3349	0.4624
Tcf3	1190003J15Rik	-0.4366	0.3659
Zscan4c	1190003J15Rik	-0.228	0.5915
Ascl1	1190005I06Rik	-0.4086	0.3903
Ascl2	1190005I06Rik	-0.3585	0.438
Cdx2	1190005I06Rik	-0.8267	0.149
Dlx3	1190005I06Rik	-0.2522	0.5594
Dmrt1	1190005I06Rik	-0.2762	0.5294
Elf1	1190005I06Rik	-0.2855	0.5182
Eomes	1190005I06Rik	-0.5067	0.3113
Esx1	1190005I06Rik	-0.6919	0.2032
Fosl2	1190005I06Rik	-0.1768	0.6655
Foxc1	1190005I06Rik	-0.3525	0.4441
Foxg1	1190005I06Rik	-0.2065	0.6215
Foxl2	1190005I06Rik	-0.1966	0.6359
Gata2	1190005I06Rik	-0.5576	0.2769
Gata3	1190005I06Rik	-0.3689	0.4276
Gbx2	1190005I06Rik	-0.5054	0.3123
Hnf4a	1190005I06Rik	-0.1825	0.6569
Jun	1190005I06Rik	-0.6524	0.2226
Klf3	1190005I06Rik	-0.1981	0.6337
Msc	1190005I06Rik	-0.1937	0.6401
Myod1	1190005I06Rik	-0.2132	0.612
Nkx2-5	1190005I06Rik	-0.266	0.542
Nr5a2	1190005I06Rik	-0.2292	0.5899
Otx1	1190005I06Rik	0.1928	1.558
Sox2	1190005I06Rik	-0.4921	0.322
T	1190005I06Rik	-0.2968	0.5048
Tcf3	1190005I06Rik	-0.561	0.2747
Tcfap2c	1190005I06Rik	-0.1888	0.6474
Cdx2	1190005P17Rik	-0.2347	0.5825
Tcf3	1190005P17Rik	-0.2104	0.616
Dmrt1	1190007F08Rik	0.3374	2.174
Esx1	1190007F08Rik	0.7004	5.016
Gata2	1190007F08Rik	0.7252	5.311
Gata3	1190007F08Rik	0.6731	4.71
Tgif1	1190017O12Rik	0.1902	1.549
Ascl2	1190020J12Rik	0.261	1.823
Bcl6	1190020J12Rik	-0.185	0.6531
Dlx3	1190020J12Rik	0.6055	4.031
Dmrt1	1190020J12Rik	-0.1966	0.6359
Fosl2	1190020J12Rik	0.5738	3.748
Foxa1	1190020J12Rik	0.6397	4.362
Foxg1	1190020J12Rik	-0.3095	0.4903
Foxl2	1190020J12Rik	0.3185	2.082
Gadd45a	1190020J12Rik	0.3222	2.099
Gata2	1190020J12Rik	-0.2942	0.5079
Gbx2	1190020J12Rik	0.3911	2.46
Grhl2	1190020J12Rik	0.3017	2.003
Hnf4a	1190020J12Rik	-0.3028	0.4979
Hoxa9	1190020J12Rik	0.2296	1.696
Jun	1190020J12Rik	0.4093	2.566
Klf4	1190020J12Rik	1.3541	22.599
Nanog	1190020J12Rik	0.207	1.61
Nkx2-5	1190020J12Rik	0.5333	3.414
Sfpi1	1190020J12Rik	0.242	1.745
Sox11	1190020J12Rik	-0.212	0.6137
Sox2	1190020J12Rik	-0.2947	0.5073
Ascl2	1200002N14Rik	-0.3784	0.4184
Bcl6	1200002N14Rik	0.2407	1.74
Dlx3	1200002N14Rik	0.3832	2.416
Dmrt1	1200002N14Rik	1.3119	20.506
Eomes	1200002N14Rik	0.2697	1.86
Esx1	1200002N14Rik	0.2677	1.852
Fosl2	1200002N14Rik	-0.2878	0.5154
Foxg1	1200002N14Rik	0.2085	1.616
Gadd45a	1200002N14Rik	0.2284	1.691
Gata2	1200002N14Rik	1.2032	15.966
Gata3	1200002N14Rik	1.2583	18.125
Irf2	1200002N14Rik	0.5596	3.627
Klf4	1200002N14Rik	0.1975	1.575
Lhx2	1200002N14Rik	-0.2063	0.6218
Msc	1200002N14Rik	0.2034	1.597
Nkx2-5	1200002N14Rik	-0.2489	0.5637
Nr2f2	1200002N14Rik	0.2296	1.696
Otx2	1200002N14Rik	0.2311	1.702
Rxra	1200002N14Rik	0.3319	2.147
Sox7	1200002N14Rik	0.3818	2.408
Sox9	1200002N14Rik	0.2536	1.793
Stra13	1200002N14Rik	0.3306	2.14
Tcf3	1200002N14Rik	0.3588	2.284
Tcfap2c	1200002N14Rik	0.2554	1.8
Sox11	1200003I07Rik	0.1764	1.501
Cdx2	1200009F10Rik	0.4079	2.557
Jun	1200009F10Rik	0.2338	1.713
Nkx2-5	1200009F10Rik	0.281	1.909
Sox9	1200009F10Rik	0.2231	1.671
Tcf3	1200009F10Rik	0.177	1.503
Ascl1	1200009I06Rik	0.3706	2.347
Dlx3	1200009I06Rik	0.282	1.914
Elf1	1200009I06Rik	0.4891	3.083
Esx1	1200009I06Rik	0.6749	4.73
Ets1	1200009I06Rik	0.1943	1.564
Foxg1	1200009I06Rik	0.1829	1.523
Gata2	1200009I06Rik	0.9999	9.997
Gata3	1200009I06Rik	0.5337	3.417
Hnf4a	1200009I06Rik	0.2198	1.658
Irf2	1200009I06Rik	0.3078	2.031
Jun	1200009I06Rik	0.2255	1.68
Klf3	1200009I06Rik	0.2215	1.665
Klf4	1200009I06Rik	0.1968	1.573
Myod1	1200009I06Rik	0.2262	1.683
Nkx2-5	1200009I06Rik	0.5245	3.345
Nrip1	1200009I06Rik	0.2369	1.725
Otx2	1200009I06Rik	0.236	1.721
Rxra	1200009I06Rik	0.3646	2.315
Sfpi1	1200009I06Rik	0.5679	3.697
Sox2	1200009I06Rik	-0.2207	0.6015
Tcf3	1200009I06Rik	0.8605	7.252
Tcfap2c	1200009I06Rik	0.247	1.766
Zic1	1200009I06Rik	0.2962	1.977
Atf3	1200009O22Rik	0.4425	2.77
Cdx2	1200009O22Rik	0.9727	9.39
Dmrt1	1200009O22Rik	0.5093	3.23
Eomes	1200009O22Rik	-0.3509	0.4457
Esx1	1200009O22Rik	-0.4253	0.3755
Fosl2	1200009O22Rik	0.5759	3.766
Gata2	1200009O22Rik	0.2842	1.923
Id1	1200009O22Rik	0.7144	5.18
Klf4	1200009O22Rik	0.4123	2.584
Myc	1200009O22Rik	-0.5124	0.3073
Myod1	1200009O22Rik	-0.5146	0.3057
Nr2f2	1200009O22Rik	-0.3961	0.4016
Rxra	1200009O22Rik	0.8812	7.606
Sox11	1200009O22Rik	0.4823	3.035
Sox9	1200009O22Rik	0.4864	3.064
T	1200009O22Rik	-0.417	0.3828
Zscan4c	1200009O22Rik	-0.3573	0.4392
Sox9	1200014M14Rik	-0.2287	0.5906
Bcl6	1200015N20Rik	-0.1805	0.6599
Dlx3	1200015N20Rik	0.1934	1.56
Eomes	1200015N20Rik	-0.5635	0.2732
Fosl2	1200015N20Rik	0.182	1.52
Foxa1	1200015N20Rik	0.3621	2.301
Foxc1	1200015N20Rik	0.2472	1.766
Foxp3	1200015N20Rik	0.2631	1.832
Gata2	1200015N20Rik	-0.3829	0.414
Jun	1200015N20Rik	-0.2223	0.5993
Klf3	1200015N20Rik	-0.2095	0.6173
Nkx2-5	1200015N20Rik	0.2219	1.666
Nrip1	1200015N20Rik	0.2142	1.637
Otx2	1200015N20Rik	-0.1975	0.6345
Pou5f1	1200015N20Rik	0.2352	1.718
Smad7	1200015N20Rik	0.1998	1.584
Sox2	1200015N20Rik	0.34	2.187
Sox9	1200015N20Rik	0.3853	2.428
Fem1b	1200016E24Rik	0.3229	2.103
Irf2	1200016E24Rik	-0.2136	0.6115
Klf9	1200016E24Rik	0.1947	1.565
Cdx2	1300001I01Rik	-0.2825	0.5217
Dmrt1	1300001I01Rik	-0.177	0.6652
Jun	1300001I01Rik	-0.1887	0.6475
Nrip1	1300001I01Rik	-0.2149	0.6096
Sox9	1300001I01Rik	-0.1775	0.6645
Ascl1	1300002K09Rik	0.7789	6.01
Ascl2	1300002K09Rik	0.8678	7.375
Cdx2	1300002K09Rik	1.8444	69.887
Esx1	1300002K09Rik	0.4365	2.732
Klf3	1300002K09Rik	0.2493	1.775
Msc	1300002K09Rik	0.4949	3.125
Nr2f2	1300002K09Rik	0.2985	1.988
Nr5a2	1300002K09Rik	0.2859	1.931
Nrip1	1300002K09Rik	0.4761	2.992
Sfpi1	1300002K09Rik	-0.2752	0.5306
Sox2	1300002K09Rik	0.5039	3.19
Zscan4c	1300002K09Rik	0.4368	2.734
Ascl1	1300003B13Rik	0.2887	1.944
Dlx3	1300003B13Rik	-0.2058	0.6225
Dmrt1	1300003B13Rik	-0.2235	0.5977
Esx1	1300003B13Rik	-0.3803	0.4165
Gata2	1300003B13Rik	-0.4419	0.3614
Gata3	1300003B13Rik	-0.3539	0.4426
Gbx2	1300003B13Rik	-0.3455	0.4513
Hesx1	1300003B13Rik	-0.2573	0.5529
Hoxa2	1300003B13Rik	-0.2295	0.5895
Id1	1300003B13Rik	-0.1993	0.6319
Jun	1300003B13Rik	-0.2936	0.5086
Nr2f1	1300003B13Rik	-0.2531	0.5583
Nrip1	1300003B13Rik	0.1851	1.531
Otx2	1300003B13Rik	0.3107	2.045
Rxra	1300003B13Rik	-0.2871	0.5162
Sox9	1300003B13Rik	-0.2668	0.541
Tcf3	1300003B13Rik	-0.2591	0.5506
Tcf4	1300003B13Rik	0.2135	1.634
Ascl1	1300007F04Rik	0.2761	1.888
Ascl2	1300007F04Rik	0.2033	1.596
Dmrt1	1300007F04Rik	0.6141	4.112
Ets1	1300007F04Rik	0.1916	1.554
Foxg1	1300007F04Rik	0.2105	1.623
Foxl2	1300007F04Rik	0.1886	1.543
Gata2	1300007F04Rik	0.198	1.577
Hnf4a	1300007F04Rik	0.3471	2.223
Jun	1300007F04Rik	0.2347	1.716
Nkx2-5	1300007F04Rik	0.3302	2.138
Rxra	1300007F04Rik	0.2528	1.789
Sall4	1300007F04Rik	-0.2985	0.5029
Sox11	1300007F04Rik	0.1777	1.505
Sox9	1300007F04Rik	0.7963	6.256
Tbx5	1300007F04Rik	-0.2289	0.5903
Tcf3	1300007F04Rik	0.5695	3.711
Zscan4c	1300007F04Rik	0.288	1.94
Dmrt1	1300010F03Rik	-0.1967	0.6357
Gadd45a	1300010M03Rik	-0.1893	0.6466
Ascl1	1300014I06Rik	0.6214	4.182
Atf3	1300014I06Rik	0.2183	1.653
Cdx2	1300014I06Rik	0.3191	2.084
Dmrt1	1300014I06Rik	-0.2497	0.5627
Esx1	1300014I06Rik	0.4305	2.694
Fosl2	1300014I06Rik	0.1991	1.581
Foxc1	1300014I06Rik	0.4149	2.599
Foxl2	1300014I06Rik	0.4962	3.134
Gata3	1300014I06Rik	0.2078	1.613
Hnf4a	1300014I06Rik	0.2815	1.912
Id3	1300014I06Rik	-0.1988	0.6327
Jun	1300014I06Rik	0.2411	1.742
Klf4	1300014I06Rik	0.4284	2.681
Msc	1300014I06Rik	0.2777	1.895
Myod1	1300014I06Rik	0.2364	1.723
Nkx2-5	1300014I06Rik	0.3265	2.12
Nrip1	1300014I06Rik	0.6202	4.17
Sfpi1	1300014I06Rik	0.288	1.94
Sox2	1300014I06Rik	-0.3261	0.4719
Sox9	1300014I06Rik	0.349	2.233
Tcf3	1300014I06Rik	0.6934	4.936
Tcf4	1300014I06Rik	0.4284	2.681
Zscan4c	1300014I06Rik	0.3345	2.16
Aff1	1300017J02Rik	-0.1917	0.6431
Dlx3	1300017J02Rik	0.2203	1.66
Elf1	1300017J02Rik	-0.2091	0.6178
Esx1	1300017J02Rik	0.3243	2.11
Foxg1	1300017J02Rik	-0.1891	0.6469
Gata2	1300017J02Rik	0.6368	4.333
Gata3	1300017J02Rik	0.5364	3.438
Gbx2	1300017J02Rik	0.4578	2.869
Hesx1	1300017J02Rik	0.2018	1.591
Klf4	1300017J02Rik	0.2648	1.839
Msc	1300017J02Rik	-0.2127	0.6127
Nr5a2	1300017J02Rik	-0.2307	0.5878
Nrip1	1300017J02Rik	-0.1852	0.6528
Otx1	1300017J02Rik	0.2311	1.702
Otx2	1300017J02Rik	0.1819	1.52
Sox9	1300017J02Rik	0.2805	1.907
Tcfcp2l1	1300017J02Rik	0.2275	1.688
Tcf3	1300018I05Rik	0.189	1.545
Sox9	1300018I17Rik	0.2301	1.698
Gata2	1300018J18Rik	0.2078	1.613
Ascl1	1500001A10Rik	1.2338	17.131
Ascl2	1500001A10Rik	0.5728	3.739
Dmrt1	1500001A10Rik	1.203	15.958
Eomes	1500001A10Rik	-0.4079	0.3909
Foxc1	1500001A10Rik	0.28	1.905
Foxg1	1500001A10Rik	0.5071	3.214
Gata3	1500001A10Rik	-0.4857	0.3268
Gbx2	1500001A10Rik	0.2419	1.745
Id1	1500001A10Rik	-0.534	0.2924
Jun	1500001A10Rik	0.3527	2.252
Klf4	1500001A10Rik	0.6615	4.586
Myod1	1500001A10Rik	-0.5408	0.2878
Nr2f1	1500001A10Rik	0.8351	6.84
Nr2f2	1500001A10Rik	0.445	2.786
Nrip1	1500001A10Rik	0.3968	2.493
Smad7	1500001A10Rik	1.0537	11.316
